"key_ID","year","from_node","to_node","edge_weight"
1305,2011,"Commission","Czech Republic",5
1306,2011,"Commission","Denmark",3
1307,2011,"Commission","Finland",6
1308,2011,"Commission","France",10
1309,2011,"Commission","Germany",3
1310,2011,"Commission","Greece",5
1311,2011,"Commission","Hungary",4
1312,2011,"Commission","Italy",3
1313,2011,"Commission","Latvia",2
1314,2011,"Commission","Netherlands",1
1315,2011,"Commission","Poland",1
1316,2011,"Commission","Slovakia",3
1317,2011,"Commission","Slovenia",2
1318,2011,"Commission","Spain",3
1319,2011,"Commission","Sweden",2
1320,2011,"Commission","United Kingdom",3
1321,2011,"Czech Republic","Austria",1
1322,2011,"Czech Republic","France",1
1323,2011,"Czech Republic","Slovakia",1
1324,2011,"France","Austria",1
1325,2011,"France","Germany",2
1326,2011,"France","Hungary",2
1327,2011,"France","Sweden",1
1328,2011,"France","United Kingdom",1
1329,2011,"Germany","Hungary",1
1330,2011,"Germany","Portugal",1
1331,2011,"Greece","Finland",1
1332,2011,"Greece","United Kingdom",1
1333,2011,"Ireland","Germany",1
1334,2011,"Italy","Denmark",1
1335,2011,"Italy","Finland",1
1336,2011,"Italy","Greece",1
1337,2011,"Italy","Portugal",1
1338,2011,"Italy","Spain",1
1339,2011,"Italy","United Kingdom",1
1340,2011,"Malta","Bulgaria",1
1341,2011,"Malta","Czech Republic",1
1342,2011,"Malta","Germany",2
1343,2011,"Malta","Greece",1
1344,2011,"Malta","Spain",3
1345,2011,"Netherlands","Austria",1
1346,2011,"Netherlands","Denmark",1
1347,2011,"Netherlands","Finland",1
1348,2011,"Netherlands","France",1
1349,2011,"Netherlands","Hungary",1
1350,2011,"Netherlands","Slovakia",1
1351,2011,"Portugal","Finland",1
1352,2011,"Portugal","United Kingdom",1
1353,2011,"Slovakia","France",1
1354,2011,"Spain","Denmark",1
1355,2011,"Spain","Finland",1
1356,2011,"Spain","France",1
1357,2011,"United Kingdom","Austria",1
1358,2011,"United Kingdom","France",1
1359,2011,"United Kingdom","Italy",1
1360,2012,"Austria","Bulgaria",2
1361,2012,"Austria","Czech Republic",1
1362,2012,"Austria","Greece",1
1363,2012,"Austria","Italy",5
1364,2012,"Austria","Poland",1
1365,2012,"Austria","Slovakia",1
1366,2012,"Belgium","Hungary",1
1367,2012,"Belgium","Italy",1
1368,2012,"Bulgaria","United Kingdom",1
1369,2012,"Commission","Austria",2
1370,2012,"Commission","Belgium",3
1371,2012,"Commission","Bulgaria",2
1372,2012,"Commission","Cyprus",2
1373,2012,"Commission","Czech Republic",9
1374,2012,"Commission","Denmark",2
1375,2012,"Commission","Finland",1
1376,2012,"Commission","France",4
1377,2012,"Commission","Germany",10
1378,2012,"Commission","Greece",3
1379,2012,"Commission","Hungary",1
1380,2012,"Commission","Ireland",1
1381,2012,"Commission","Italy",8
1382,2012,"Commission","Lithuania",2
1383,2012,"Commission","Malta",1
1384,2012,"Commission","Netherlands",1
1385,2012,"Commission","Poland",1
1386,2012,"Commission","Portugal",1
1387,2012,"Commission","Romania",1
1388,2012,"Commission","Slovakia",4
1389,2012,"Commission","Spain",6
1390,2012,"Commission","United Kingdom",1
1391,2012,"Czech Republic","Belgium",1
1392,2012,"Czech Republic","Bulgaria",1
1393,2012,"Czech Republic","France",1
1394,2012,"Czech Republic","Italy",1
1395,2012,"Czech Republic","Sweden",1
1396,2012,"Denmark","Netherlands",1
1397,2012,"Finland","Netherlands",1
1398,2012,"France","Czech Republic",1
1399,2012,"France","Denmark",1
1400,2012,"France","Hungary",1
1401,2012,"France","Italy",1
1402,2012,"France","Lithuania",1
1403,2012,"France","Netherlands",1
1404,2012,"France","Poland",1
1405,2012,"France","Slovakia",1
1406,2012,"France","Spain",1
1407,2012,"France","United Kingdom",1
1408,2012,"Germany","Hungary",1
1409,2012,"Germany","Italy",2
1410,2012,"Germany","Slovakia",1
1411,2012,"Greece","Hungary",1
1412,2012,"Greece","Netherlands",1
1413,2012,"Hungary","Italy",1
1414,2012,"Hungary","Netherlands",1
1415,2012,"Ireland","Italy",1
1416,2012,"Italy","Bulgaria",1
1417,2012,"Italy","France",1
1418,2012,"Italy","Lithuania",1
1419,2012,"Italy","Netherlands",1
1420,2012,"Italy","Poland",2
1421,2012,"Italy","Slovakia",1
1422,2012,"Italy","Spain",2
1423,2012,"Italy","United Kingdom",1
1424,2012,"Luxembourg","France",1
1425,2012,"Malta","Czech Republic",1
1426,2012,"Malta","Germany",1
1427,2012,"Malta","Greece",1
1428,2012,"Malta","Spain",1
1429,2012,"Malta","United Kingdom",1
1430,2012,"Netherlands","Italy",1
1431,2012,"Poland","Netherlands",1
1432,2012,"Portugal","France",1
1433,2012,"Portugal","United Kingdom",1
1434,2012,"Romania","Hungary",1
1435,2012,"Romania","Netherlands",1
1436,2012,"Slovakia","Czech Republic",1
1437,2012,"Slovakia","Netherlands",1
1438,2012,"Slovakia","Poland",1
1439,2012,"Spain","Austria",1
1440,2012,"Spain","Belgium",3
1441,2012,"Spain","France",1
1442,2012,"Spain","Hungary",2
1443,2012,"Spain","Italy",4
1444,2012,"Spain","Malta",1
1445,2012,"Spain","Netherlands",1
1446,2012,"Spain","Portugal",1
1447,2012,"Spain","Slovakia",1
1448,2012,"Spain","Sweden",1
1449,2012,"Spain","United Kingdom",1
1450,2012,"United Kingdom","Belgium",1
1451,2012,"United Kingdom","France",1
1452,2012,"United Kingdom","Italy",1
1453,2012,"United Kingdom","Poland",1
1454,2012,"United Kingdom","Spain",1
1455,2012,"United Kingdom","Sweden",1
1456,2013,"Austria","Denmark",1
1457,2013,"Austria","Hungary",2
1458,2013,"Austria","Italy",1
1459,2013,"Austria","Latvia",2
1460,2013,"Austria","Lithuania",1
1461,2013,"Austria","Slovakia",2
1462,2013,"Austria","Sweden",1
1463,2013,"Belgium","France",1
1464,2013,"Commission","Austria",1
1465,2013,"Commission","Belgium",4
1466,2013,"Commission","Bulgaria",3
1467,2013,"Commission","Czech Republic",2
1468,2013,"Commission","Denmark",7
1469,2013,"Commission","Estonia",1
1470,2013,"Commission","Finland",2
1471,2013,"Commission","France",1
1472,2013,"Commission","Germany",12
1473,2013,"Commission","Greece",4
1474,2013,"Commission","Hungary",8
1475,2013,"Commission","Italy",5
1476,2013,"Commission","Latvia",2
1477,2013,"Commission","Lithuania",5
1478,2013,"Commission","Luxembourg",6
1479,2013,"Commission","Netherlands",3
1480,2013,"Commission","Portugal",1
1481,2013,"Commission","Romania",4
1482,2013,"Commission","Slovakia",8
1483,2013,"Commission","Slovenia",1
1484,2013,"Commission","Spain",4
1485,2013,"Commission","Sweden",1
1486,2013,"Commission","United Kingdom",2
1487,2013,"Czech Republic","Belgium",1
1488,2013,"Czech Republic","France",1
1489,2013,"Czech Republic","Lithuania",2
1490,2013,"Czech Republic","Slovakia",1
1491,2013,"Czech Republic","Slovenia",1
1492,2013,"Denmark","Cyprus",1
1493,2013,"France","Croatia",1
1494,2013,"France","Germany",2
1495,2013,"France","Hungary",1
1496,2013,"France","Slovakia",1
1497,2013,"Italy","Belgium",1
1498,2013,"Italy","France",1
1499,2013,"Italy","Latvia",1
1500,2013,"Italy","Lithuania",1
1501,2013,"Italy","Poland",1
1502,2013,"Italy","Slovakia",1
1503,2013,"Italy","Spain",1
1504,2013,"Lithuania","Estonia",1
1505,2013,"Malta","Greece",1
1506,2013,"Malta","Hungary",2
1507,2013,"Malta","Slovenia",1
1508,2013,"Netherlands","Belgium",1
1509,2013,"Netherlands","Czech Republic",1
1510,2013,"Netherlands","France",1
1511,2013,"Netherlands","Hungary",1
1512,2013,"Netherlands","Italy",1
1513,2013,"Netherlands","Latvia",1
1514,2013,"Netherlands","Slovakia",1
1515,2013,"Poland","Hungary",1
1516,2013,"Poland","Slovakia",1
1517,2013,"Portugal","Latvia",1
1518,2013,"Romania","Latvia",1
1519,2013,"Slovakia","France",1
1520,2013,"Slovakia","Hungary",1
1521,2013,"Slovakia","Latvia",1
1522,2013,"Slovakia","Lithuania",2
1523,2013,"Slovakia","United Kingdom",1
1524,2013,"Spain","France",2
1525,2013,"Spain","Hungary",1
1526,2013,"Spain","Lithuania",2
1527,2013,"Spain","Portugal",1
1528,2013,"United Kingdom","France",1
1529,2013,"United Kingdom","Italy",1
1530,2014,"Austria","Croatia",1
1531,2014,"Austria","Czech Republic",1
1532,2014,"Austria","France",1
1533,2014,"Austria","Germany",1
1534,2014,"Austria","Hungary",1
1535,2014,"Austria","Lithuania",1
1536,2014,"Austria","Poland",1
1537,2014,"Belgium","Hungary",1
1538,2014,"Belgium","Lithuania",1
1539,2014,"Bulgaria","Ireland",1
1540,2014,"Bulgaria","United Kingdom",1
1541,2014,"Commission","Austria",2
1542,2014,"Commission","Belgium",2
1543,2014,"Commission","Bulgaria",1
1544,2014,"Commission","Croatia",1
1545,2014,"Commission","Cyprus",2
1546,2014,"Commission","Denmark",3
1547,2014,"Commission","Finland",1
1548,2014,"Commission","France",5
1549,2014,"Commission","Germany",4
1550,2014,"Commission","Hungary",4
1551,2014,"Commission","Ireland",1
1552,2014,"Commission","Italy",4
1553,2014,"Commission","Latvia",2
1554,2014,"Commission","Lithuania",7
1555,2014,"Commission","Malta",1
1556,2014,"Commission","Poland",3
1557,2014,"Commission","Portugal",2
1558,2014,"Commission","Romania",3
1559,2014,"Commission","Slovakia",2
1560,2014,"Commission","Slovenia",2
1561,2014,"Commission","Spain",3
1562,2014,"Commission","Sweden",1
1563,2014,"Commission","United Kingdom",4
1564,2014,"Czech Republic","Denmark",1
1565,2014,"Czech Republic","Finland",1
1566,2014,"Czech Republic","Ireland",1
1567,2014,"Czech Republic","Italy",1
1568,2014,"Czech Republic","Slovakia",1
1569,2014,"Czech Republic","United Kingdom",1
1570,2014,"France","Bulgaria",1
1571,2014,"France","Croatia",1
1572,2014,"France","Lithuania",1
1573,2014,"France","Poland",1
1574,2014,"Greece","Ireland",1
1575,2014,"Greece","United Kingdom",1
1576,2014,"Hungary","France",1
1577,2014,"Hungary","Ireland",1
1578,2014,"Hungary","United Kingdom",1
1579,2014,"Ireland","Italy",1
1580,2014,"Italy","Finland",1
1581,2014,"Italy","Hungary",1
1582,2014,"Italy","Ireland",1
1583,2014,"Italy","Netherlands",1
1584,2014,"Italy","United Kingdom",1
1585,2014,"Lithuania","United Kingdom",1
1586,2014,"Malta","Croatia",1
1587,2014,"Malta","Hungary",1
1588,2014,"Malta","Ireland",1
1589,2014,"Malta","Lithuania",1
1590,2014,"Malta","Poland",1
1591,2014,"Malta","Portugal",1
1592,2014,"Netherlands","Italy",1
1593,2014,"Poland","Hungary",1
1594,2014,"Poland","Ireland",1
1595,2014,"Poland","Italy",1
1596,2014,"Poland","Slovenia",1
1597,2014,"Poland","United Kingdom",1
1598,2014,"Portugal","Ireland",1
1599,2014,"Portugal","Netherlands",1
1600,2014,"Portugal","United Kingdom",1
1601,2014,"Romania","Ireland",1
1602,2014,"Romania","United Kingdom",1
1603,2014,"Slovakia","Finland",1
1604,2014,"Slovakia","France",1
1605,2014,"Slovakia","Ireland",1
1606,2014,"Slovakia","Lithuania",1
1607,2014,"Slovakia","Poland",1
1608,2014,"Slovakia","United Kingdom",1
1609,2014,"Spain","Croatia",1
1610,2014,"Spain","Finland",1
1611,2014,"Spain","France",1
1612,2014,"Spain","Germany",1
1613,2014,"Spain","Hungary",2
1614,2014,"Spain","Ireland",1
1615,2014,"Spain","Lithuania",1
1616,2014,"Spain","United Kingdom",2
1617,2014,"United Kingdom","Hungary",1
1618,2015,"Austria","Estonia",1
1619,2015,"Austria","France",2
1620,2015,"Austria","Lithuania",1
1621,2015,"Bulgaria","France",2
1622,2015,"Bulgaria","Hungary",1
1623,2015,"Bulgaria","Ireland",1
1624,2015,"Commission","Austria",1
1625,2015,"Commission","Belgium",2
1626,2015,"Commission","Bulgaria",4
1627,2015,"Commission","Czech Republic",7
1628,2015,"Commission","Denmark",4
1629,2015,"Commission","Estonia",2
1630,2015,"Commission","Finland",2
1631,2015,"Commission","France",14
1632,2015,"Commission","Germany",4
1633,2015,"Commission","Greece",3
1634,2015,"Commission","Hungary",3
1635,2015,"Commission","Ireland",1
1636,2015,"Commission","Italy",4
1637,2015,"Commission","Latvia",2
1638,2015,"Commission","Lithuania",9
1639,2015,"Commission","Netherlands",2
1640,2015,"Commission","Poland",2
1641,2015,"Commission","Portugal",3
1642,2015,"Commission","Romania",2
1643,2015,"Commission","Slovakia",2
1644,2015,"Commission","Slovenia",1
1645,2015,"Commission","Spain",4
1646,2015,"Czech Republic","France",2
1647,2015,"Czech Republic","Hungary",1
1648,2015,"Czech Republic","Ireland",1
1649,2015,"Estonia","Lithuania",1
1650,2015,"Finland","Poland",3
1651,2015,"France","Poland",1
1652,2015,"France","Portugal",1
1653,2015,"Germany","France",6
1654,2015,"Germany","Portugal",1
1655,2015,"Greece","Czech Republic",1
1656,2015,"Greece","France",2
1657,2015,"Greece","Hungary",1
1658,2015,"Greece","Ireland",1
1659,2015,"Hungary","Romania",1
1660,2015,"Hungary","Slovakia",1
1661,2015,"Italy","Finland",1
1662,2015,"Italy","France",3
1663,2015,"Italy","Hungary",1
1664,2015,"Italy","Ireland",1
1665,2015,"Italy","Netherlands",1
1666,2015,"Lithuania","France",2
1667,2015,"Malta","Czech Republic",1
1668,2015,"Poland","France",1
1669,2015,"Poland","Portugal",1
1670,2015,"Portugal","France",2
1671,2015,"Portugal","Hungary",1
1672,2015,"Portugal","Ireland",1
1673,2015,"Portugal","Lithuania",1
1674,2015,"Romania","France",1
1675,2015,"Romania","Hungary",1
1676,2015,"Slovakia","Czech Republic",1
1677,2015,"Slovakia","France",2
1678,2015,"Slovakia","Hungary",1
1679,2015,"Slovakia","Ireland",1
1680,2015,"Slovakia","Latvia",1
1681,2015,"Spain","Finland",1
1682,2015,"Spain","France",2
1683,2015,"Spain","Hungary",1
1684,2015,"Spain","Ireland",1
1685,2015,"Spain","Italy",1
1686,2015,"Spain","Latvia",1
1687,2015,"Spain","Lithuania",1
1688,2015,"Spain","Slovenia",1
1689,2015,"United Kingdom","Germany",1
1690,2016,"Austria","Bulgaria",1
1691,2016,"Austria","Czech Republic",1
1692,2016,"Austria","Germany",1
1693,2016,"Austria","Ireland",1
1694,2016,"Austria","Romania",1
1695,2016,"Bulgaria","Ireland",1
1696,2016,"Bulgaria","Slovenia",1
1697,2016,"Commission","Austria",1
1698,2016,"Commission","Belgium",2
1699,2016,"Commission","Bulgaria",2
1700,2016,"Commission","Croatia",2
1701,2016,"Commission","Cyprus",1
1702,2016,"Commission","Czech Republic",5
1703,2016,"Commission","Denmark",2
1704,2016,"Commission","Finland",5
1705,2016,"Commission","France",7
1706,2016,"Commission","Germany",5
1707,2016,"Commission","Hungary",2
1708,2016,"Commission","Ireland",1
1709,2016,"Commission","Italy",4
1710,2016,"Commission","Latvia",2
1711,2016,"Commission","Malta",3
1712,2016,"Commission","Netherlands",3
1713,2016,"Commission","Portugal",1
1714,2016,"Commission","Slovakia",1
1715,2016,"Commission","Slovenia",3
1716,2016,"Commission","Spain",2
1717,2016,"Commission","Sweden",1
1718,2016,"Commission","United Kingdom",5
1719,2016,"Czech Republic","Ireland",1
1720,2016,"Czech Republic","Poland",1
1721,2016,"Czech Republic","Slovenia",1
1722,2016,"Denmark","Netherlands",1
1723,2016,"Finland","Germany",2
1724,2016,"France","Croatia",1
1725,2016,"France","Germany",1
1726,2016,"France","Ireland",1
1727,2016,"France","Italy",1
1728,2016,"France","Netherlands",1
1729,2016,"France","Portugal",1
1730,2016,"France","Romania",1
1731,2016,"Germany","Bulgaria",1
1732,2016,"Germany","Croatia",1
1733,2016,"Germany","France",1
1734,2016,"Germany","Hungary",2
1735,2016,"Germany","Ireland",1
1736,2016,"Germany","Italy",1
1737,2016,"Greece","Germany",1
1738,2016,"Greece","Slovenia",1
1739,2016,"Hungary","Germany",1
1740,2016,"Italy","Germany",1
1741,2016,"Italy","Ireland",1
1742,2016,"Italy","Poland",1
1743,2016,"Italy","Slovenia",1
1744,2016,"Malta","Germany",1
1745,2016,"Malta","Poland",1
1746,2016,"Malta","Slovakia",1
1747,2016,"Netherlands","Denmark",1
1748,2016,"Netherlands","Finland",1
1749,2016,"Netherlands","Germany",1
1750,2016,"Netherlands","Italy",1
1751,2016,"Poland","Austria",2
1752,2016,"Poland","Czech Republic",2
1753,2016,"Poland","Ireland",1
1754,2016,"Poland","Slovenia",1
1755,2016,"Portugal","Estonia",1
1756,2016,"Portugal","Ireland",1
1757,2016,"Portugal","Slovenia",1
1758,2016,"Romania","Ireland",1
1759,2016,"Romania","Slovenia",1
1760,2016,"Slovakia","Czech Republic",2
1761,2016,"Slovakia","Latvia",1
1762,2016,"Slovakia","Lithuania",1
1763,2016,"Slovakia","Netherlands",1
1764,2016,"Slovakia","Poland",1
1765,2016,"Slovakia","Slovenia",1
1766,2016,"Slovenia","Croatia",1
1767,2016,"Spain","Austria",1
1768,2016,"Spain","Czech Republic",1
1769,2016,"Spain","Finland",4
1770,2016,"Spain","France",1
1771,2016,"Spain","Germany",2
1772,2016,"Spain","Hungary",1
1773,2016,"Spain","Ireland",1
1774,2016,"Spain","Netherlands",1
1775,2016,"Spain","Slovenia",2
1776,2016,"Sweden","Italy",1
1777,2016,"United Kingdom","Germany",1
1778,2016,"United Kingdom","Netherlands",1
1779,2017,"Austria","Czech Republic",1
1780,2017,"Austria","France",1
1781,2017,"Austria","Hungary",1
1782,2017,"Austria","Poland",1
1783,2017,"Bulgaria","Netherlands",1
1784,2017,"Commission","Belgium",1
1785,2017,"Commission","Croatia",1
1786,2017,"Commission","Czech Republic",2
1787,2017,"Commission","Denmark",1
1788,2017,"Commission","Estonia",1
1789,2017,"Commission","Finland",1
1790,2017,"Commission","France",2
1791,2017,"Commission","Germany",2
1792,2017,"Commission","Greece",2
1793,2017,"Commission","Hungary",2
1794,2017,"Commission","Italy",5
1795,2017,"Commission","Latvia",2
1796,2017,"Commission","Malta",1
1797,2017,"Commission","Netherlands",1
1798,2017,"Commission","Romania",2
1799,2017,"Commission","Slovakia",1
1800,2017,"Commission","Spain",7
1801,2017,"Czech Republic","France",1
1802,2017,"France","Estonia",1
1803,2017,"France","Italy",1
1804,2017,"France","Poland",2
1805,2017,"France","Romania",1
1806,2017,"Germany","Estonia",1
1807,2017,"Germany","France",1
1808,2017,"Germany","Hungary",1
1809,2017,"Hungary","France",2
1810,2017,"Hungary","Netherlands",1
1811,2017,"Hungary","Poland",1
1812,2017,"Hungary","Romania",1
1813,2017,"Hungary","Slovakia",1
1814,2017,"Hungary","Sweden",1
1815,2017,"Italy","Denmark",1
1816,2017,"Italy","Estonia",1
1817,2017,"Italy","France",3
1818,2017,"Italy","Hungary",1
1819,2017,"Latvia","France",2
1820,2017,"Netherlands","Hungary",1
1821,2017,"Poland","France",3
1822,2017,"Poland","Hungary",1
1823,2017,"Poland","Sweden",1
1824,2017,"Portugal","Finland",1
1825,2017,"Slovakia","Romania",1
1826,2017,"Spain","France",3
1827,2017,"Spain","Italy",1
1828,2017,"Spain","Sweden",1
1829,2017,"United Kingdom","France",2
1830,2018,"Austria","Czech Republic",2
1831,2018,"Austria","Romania",1
1832,2018,"Austria","Slovakia",1
1833,2018,"Belgium","Bulgaria",1
1834,2018,"Bulgaria","Belgium",1
1835,2018,"Bulgaria","Ireland",1
1836,2018,"Bulgaria","Latvia",1
1837,2018,"Bulgaria","Slovenia",1
1838,2018,"Commission","Belgium",1
1839,2018,"Commission","Bulgaria",4
1840,2018,"Commission","Croatia",1
1841,2018,"Commission","Czech Republic",1
1842,2018,"Commission","Estonia",1
1843,2018,"Commission","Finland",2
1844,2018,"Commission","France",2
1845,2018,"Commission","Greece",10
1846,2018,"Commission","Hungary",1
1847,2018,"Commission","Italy",2
1848,2018,"Commission","Lithuania",2
1849,2018,"Commission","Malta",1
1850,2018,"Commission","Portugal",1
1851,2018,"Commission","Romania",1
1852,2018,"Commission","Slovakia",1
1853,2018,"Commission","Slovenia",2
1854,2018,"Commission","Spain",6
1855,2018,"Commission","Sweden",1
1856,2018,"Croatia","Belgium",1
1857,2018,"Czech Republic","Belgium",1
1858,2018,"Czech Republic","Bulgaria",1
1859,2018,"Czech Republic","France",2
1860,2018,"Czech Republic","Italy",1
1861,2018,"Czech Republic","Romania",1
1862,2018,"Estonia","Poland",1
1863,2018,"Finland","Sweden",1
1864,2018,"France","Bulgaria",1
1865,2018,"France","Poland",1
1866,2018,"Germany","Poland",1
1867,2018,"Greece","Belgium",2
1868,2018,"Hungary","Belgium",1
1869,2018,"Hungary","France",1
1870,2018,"Hungary","Romania",1
1871,2018,"Hungary","Slovakia",1
1872,2018,"Italy","Belgium",4
1873,2018,"Italy","Ireland",1
1874,2018,"Poland","Malta",1
1875,2018,"Portugal","Ireland",1
1876,2018,"Portugal","Spain",1
1877,2018,"Romania","Belgium",2
1878,2018,"Slovakia","Romania",1
1879,2019,"Austria","Czech Republic",1
1880,2019,"Austria","Romania",1
1881,2019,"Belgium","Germany",1
1882,2019,"Bulgaria","Estonia",1
1883,2019,"Bulgaria","Greece",1
1884,2019,"Commission","Austria",1
1885,2019,"Commission","Bulgaria",1
1886,2019,"Commission","Croatia",1
1887,2019,"Commission","Czech Republic",3
1888,2019,"Commission","Estonia",2
1889,2019,"Commission","France",1
1890,2019,"Commission","Germany",3
1891,2019,"Commission","Italy",5
1892,2019,"Commission","Latvia",1
1893,2019,"Commission","Lithuania",4
1894,2019,"Commission","Netherlands",2
1895,2019,"Commission","Poland",4
1896,2019,"Commission","Portugal",2
1897,2019,"Commission","Slovakia",1
1898,2019,"Commission","Spain",5
1899,2019,"Commission","Sweden",2
1900,2019,"Czech Republic","France",1
1901,2019,"Czech Republic","Netherlands",1
1902,2019,"Czech Republic","Romania",1
1903,2019,"France","Lithuania",1
1904,2019,"France","Netherlands",1
1905,2019,"Germany","Croatia",1
1906,2019,"Greece","Estonia",1
1907,2019,"Italy","Germany",1
1908,2019,"Malta","Germany",1
1909,2019,"Malta","Greece",1
1910,2019,"Netherlands","Romania",1
1911,2019,"Poland","Czech Republic",1
1912,2019,"Poland","Estonia",1
1913,2019,"Portugal","Estonia",1
1914,2019,"Portugal","Germany",1
1915,2019,"Portugal","Lithuania",1
1916,2019,"Portugal","Netherlands",1
1917,2019,"Portugal","United Kingdom",1
1918,2019,"Romania","Greece",1
1919,2019,"Slovakia","Netherlands",1
1920,2019,"Spain","Germany",1
1921,2019,"Spain","Romania",1
1922,2019,"Spain","Slovenia",1
1923,2019,"United Kingdom","Denmark",1
1924,2019,"United Kingdom","Germany",1
1925,2020,"Belgium","Italy",1
1926,2020,"Bulgaria","Denmark",1
1927,2020,"Commission","Bulgaria",1
1928,2020,"Commission","Denmark",1
1929,2020,"Commission","France",3
1930,2020,"Commission","Malta",1
1931,2020,"Commission","Spain",1
1932,2020,"Czech Republic","Denmark",1
1933,2020,"Czech Republic","France",1
1934,2020,"France","Italy",1
1935,2020,"Greece","Denmark",1
1936,2020,"Italy","Germany",1
1937,2020,"Italy","Netherlands",1
1938,2020,"Portugal","Denmark",1
1939,2020,"Romania","Denmark",1
